0 1:-2.1237	2:-2.7127	3:-0.31581	4:-0.40339	
1 1:0.99239	2:0.99226	3:0.99074	4:0.99062	
1 1:-16.1251	2:-13.4153	3:-17.5403	4:-14.5926	
1 1:-10.7836	2:-13.1956	3:907.4813	4:1110.4626	
1 1:-2624.5366	2:-6655.075	3:-2624.1817	4:-6654.175	
1 1:-52.6792	2:-81.1352	3:-57.6707	4:-88.8231	
1 1:-103.7832	2:-85.8725	3:-101.0636	4:-83.6222	
1 1:-56.3593	2:-53.2145	3:-56.2293	4:-53.0918	
1 1:522.6936	2:0.85671	3:523.6041	4:0.8582	
1 1:1120.0227	2:651.9751	3:1120.9076	4:652.4902	
1 1:1286.6019	2:0.92131	3:1285.6806	4:0.92065	
1 1:-14.0084	2:-0.044107	3:301.8102	4:0.95029	
1 1:-105.8526	2:-0.071788	3:1368.6043	4:0.92817	
1 1:-9.7172	2:-0.012524	3:-9.7764	4:-0.012601	
1 1:93.7106	2:214.2055	3:-6.8604	4:-15.6816	
1 1:-56.4993	2:-45.674	3:-54.7653	4:-44.2722	
1 1:1113.9241	2:706.2498	3:-18.8089	4:-11.9252	
1 1:-4.8199	2:-0.018826	3:-4.5497	4:-0.01777	
1 1:-13.1252	2:-11.3817	3:-12.6444	4:-10.9648	
1 1:-105.4622	2:-106.9082	3:-106.0695	4:-107.5239	
1 1:-517.829	2:-24.3973	3:-499.5878	4:-23.5379	
1 1:-42.6449	2:-20.4601	3:-45.5853	4:-21.8709	
1 1:332.7457	2:983.148	3:-9.1154	4:-26.9329	
1 1:-26.9052	2:-15.7132	3:1482.1101	4:865.5798	
1 1:-11.847	2:-0.062819	3:-10.973	4:-0.058185	
1 1:2563.1616	2:3246.8401	3:-46.1956	4:-58.5175	
1 1:-124.8744	2:-219.455	3:-126.512	4:-222.3329	
1 1:-7192.7292	2:-5148.7124	3:-7195.6717	4:-5150.8187	
1 1:-11.6648	2:-10.0535	3:-12.3432	4:-10.6382	
1 1:-119.5256	2:-36.3251	3:-118.3617	4:-35.9714	
1 1:-39.4154	2:-0.050145	3:-39.9858	4:-0.05087	
1 1:-172.8603	2:-93.9998	3:-173.5331	4:-94.3657	
1 1:-63.1294	2:-122.9188	3:-62.5098	4:-121.7124	
1 1:-88.2853	2:-121.8688	3:-88.397	4:-122.023	
1 1:765.9562	2:959.7277	3:-29.942	4:-37.5167	
1 1:-54.6812	2:-31.0883	3:-55.1191	4:-31.3373	
1 1:-21.6275	2:-45.5502	3:689.383	4:1451.9236	
1 1:-0.05508	2:-76.3363	3:-0.056762	4:-78.6676	
1 1:-120.601	2:-279.2786	3:-120.9959	4:-280.1931	
1 1:-28.5357	2:-158.6602	3:-27.9541	4:-155.4265	
1 1:-14.913	2:-30.4363	3:-14.9478	4:-30.5073	
1 1:-107.491	2:-114.6577	3:-108.4333	4:-115.6627	
1 1:1648.749	2:692.6567	3:-386.3392	4:-162.3051	
1 1:-0.0885	2:-150.9349	3:-0.091417	4:-155.9099	
1 1:-43.8141	2:-62.9607	3:729.9238	4:1048.898	
1 1:858.621	2:0.92082	3:-71.7952	4:-0.076996	
1 1:-146.6474	2:-155.7591	3:-146.0403	4:-155.1143	
1 1:-42.4103	2:-90.8275	3:-42.7861	4:-91.6324	
1 1:-52.4177	2:-100.837	3:-50.2973	4:-96.758	
1 1:-160.53	2:-343.2142	3:-160.4879	4:-343.1241	
1 1:-326.797	2:-1166.0272	3:-328.4517	4:-1171.9314	
1 1:-124.3568	2:-545.9012	3:-123.9003	4:-543.8973	
1 1:-57.099	2:-0.10267	3:-58.2206	4:-0.10469	
1 1:1072.9622	2:3249.3793	3:-18.4275	4:-55.8062	
1 1:-258.5237	2:-413.5929	3:-258.249	4:-413.1534	
1 1:-58.4244	2:-174.5918	3:-57.9893	4:-173.2915	
1 1:-44.3703	2:-66.6569	3:-44.6857	4:-67.1308	
1 1:-229.2808	2:-52.7191	3:-215.1752	4:-49.4758	
1 1:-64.3165	2:-54.4089	3:-63.1639	4:-53.4338	
1 1:-777.3816	2:-1388.0873	3:-777.9222	4:-1389.0525	
1 1:-3.1096	2:-5.9939	3:-6.7722	4:-13.0536	
1 1:-65.9816	2:-123.433	3:-67.4618	4:-126.202	
1 1:-204.921	2:-480.0525	3:-205.1912	4:-480.6856	
1 1:-0.10192	2:-97.5287	3:0.89616	4:857.5159	
1 1:-209.5223	2:-140.3784	3:-209.6243	4:-140.4467	
1 1:-0.078338	2:-0.078473	3:-0.079327	4:-0.079464	
1 1:207.992	2:1059.6247	3:-24.0433	4:-122.4899	
1 1:174.0271	2:183.7511	3:-9.1903	4:-9.7038	
1 1:-15.5596	2:-77.4693	3:-15.3594	4:-76.4728	
1 1:-109.1333	2:-49.2467	3:-111.5643	4:-50.3437	
1 1:-13.2069	2:-11.4979	3:-13.0976	4:-11.4028	
1 1:0.89298	2:548.3732	3:-0.10331	4:-63.4428	
1 1:734.5967	2:1055.1082	3:-54.2709	4:-77.9498	
1 1:-91.3003	2:-211.7496	3:-91.1781	4:-211.466	
1 1:-14.0592	2:-14.2529	3:-12.6784	4:-12.853	
1 1:-48.6364	2:-82.4957	3:-48.696	4:-82.5968	
1 1:-32.6356	2:-34.9546	3:-32.5345	4:-34.8463	
1 1:-71.9382	2:-43.5727	3:-71.3864	4:-43.2385	
1 1:-2.5976	2:-0.010958	3:-3.2962	4:-0.013905	
1 1:-114.5961	2:-43.3027	3:-115.0757	4:-43.4839	
1 1:-1.3542	2:-2.0723	3:-1.6119	4:-2.4666	
1 1:-5.354	2:-7.1399	3:-5.8501	4:-7.8015	
1 1:-65.4208	2:-65.749	3:-65.5721	4:-65.9011	
1 1:-51.0099	2:-0.082463	3:-52.9938	4:-0.08567	
1 1:533.1585	2:762.3537	3:-9.2679	4:-13.2519	
1 1:-43.9924	2:-34.8652	3:2005.7828	4:1589.6388	
1 1:-3.4298	2:-11.0112	3:-3.5052	4:-11.253	
1 1:-28.8182	2:-36.2914	3:-29.4736	4:-37.1167	
1 1:-22.3511	2:-40.3939	3:-25.0998	4:-45.3614	
1 1:-1201.0286	2:-2316.0679	3:-1200.1373	4:-2314.349	
1 1:-0.074878	2:-86.1547	3:0.9258	4:1065.2205	
1 1:-5.8545	2:-9.145	3:664.1547	4:1037.443	
1 1:-2.2862	2:-9.6174	3:-3.1493	4:-13.2482	
1 1:-6.0572	2:-17.1652	3:-6.3418	4:-17.9718	
1 1:-647.3619	2:-1235.9074	3:-647.1942	4:-1235.5873	
1 1:-35.604	2:-159.5563	3:-36.4459	4:-163.3295	
1 1:-0.35675	2:-0.51851	3:-0.1499	4:-0.21787	
1 1:-1.4559	2:-1.0796	3:-2.402	4:-1.7811	
1 1:-20.5086	2:-25.4529	3:-19.8979	4:-24.6951	
1 1:-0.1615	2:-114.0177	3:0.83373	4:588.6124	
1 1:-85.8033	2:-165.0917	3:973.8912	4:1873.8355	
1 1:-2.8824	2:-2.0473	3:-3.2988	4:-2.343	
1 1:-112.1447	2:-134.1968	3:-111.5551	4:-133.4913	
1 1:-0.0033014	2:-4.4237	3:-0.0054578	4:-7.3132	
1 1:-28.0121	2:-10.8238	3:-34.6748	4:-13.3983	
1 1:-34.243	2:-0.016268	3:-34.663	4:-0.016468	
1 1:-18.8767	2:-20.5339	3:864.7211	4:940.6391	
1 1:-23.6736	2:-37.6979	3:-22.3906	4:-35.6549	
1 1:-55.4887	2:-50.8162	3:1155.7537	4:1058.4327	
1 1:-1.8119	2:-0.91531	3:-1.2094	4:-0.61094	
1 1:-41.0586	2:-26.5369	3:1539.5345	4:995.0294	
1 1:-52.6587	2:-0.057157	3:-52.7953	4:-0.057305	
1 1:-28.4733	2:-30.8636	3:-31.5785	4:-34.2295	
1 1:-2461.6737	2:-2381.5424	3:-1.7905	4:-1.7322	
1 1:-25.1563	2:-37.4004	3:-24.8455	4:-36.9382	
1 1:-121.781	2:-158.7786	3:-121.1883	4:-158.0059	
1 1:1022.6275	2:1336.6344	3:-0.67541	4:-0.8828	
1 1:-96.4573	2:-119.7056	3:-97.5617	4:-121.0762	
1 1:-55.6102	2:-20.6098	3:-58.6488	4:-21.7359	
1 1:-70.7075	2:-147.8337	3:-74.7781	4:-156.3445	
1 1:-1.089	2:-1.2019	3:-0.58586	4:-0.64659	
1 1:1454.5705	2:2617.9502	3:1452.2528	4:2613.7789	
1 1:-12.9454	2:-18.8844	3:-13.4024	4:-19.551	
1 1:710.6136	2:1233.6441	3:710.5523	4:1233.5376	
1 1:2756.8966	2:701.2965	3:2760.067	4:702.103	
1 1:-147.7342	2:-48.0787	3:-145.6582	4:-47.4031	
1 1:-13.7007	2:-0.0090459	3:-14.3143	4:-0.009451	
1 1:-0.076884	2:-44.0921	3:0.90687	4:520.0743	
1 1:-12.509	2:-19.2303	3:-13.2442	4:-20.3604	
1 1:0.93874	2:835.3576	3:-0.06057	4:-53.8992	
1 1:-20.3768	2:-15.2781	3:1309.5271	4:981.8532	
1 1:-132.5446	2:-90.3713	3:-133.7859	4:-91.2176	
1 1:-29.6443	2:-30.8024	3:-28.7127	4:-29.8344	
1 1:2779.4864	2:1208.5596	3:-2.8236	4:-1.2277	
1 1:-2.4022	2:-17.5677	3:171.3107	4:1252.8294	
1 1:0.96341	2:964.2366	3:0.96238	4:963.2062	
1 1:-1750.5758	2:-5745.9722	3:-1751.1399	4:-5747.824	
1 1:963.0622	2:913.2232	3:-1.8292	4:-1.7346	
1 1:-85.3313	2:-52.875	3:-85.031	4:-52.6889	
1 1:-18.7964	2:-64.4136	3:-18.5534	4:-63.5808	
1 1:-26.818	2:-20.2429	3:-28.1534	4:-21.2509	
1 1:0.89724	2:803.5646	3:-0.10066	4:-90.1475	
1 1:0.92574	2:0.92533	3:-0.074551	4:-0.074518	
1 1:-3209.6107	2:-885.199	3:-3210.2206	4:-885.3672	
1 1:1.1699	2:0.33709	3:1.2804	4:0.36894	
1 1:0.0012927	2:0.003098	3:-0.36745	4:-0.8806	
1 1:-36.1924	2:-49.737	3:-38.372	4:-52.7323	
1 1:-2.9511	2:-2.1224	3:-1.3305	4:-0.95683	
1 1:-4.3716	2:-8.4304	3:-4.1274	4:-7.9594	
1 1:-0.46913	2:-0.23978	3:-0.36168	4:-0.18486	
1 1:-2.7396	2:-0.62499	3:-0.55517	4:-0.12665	
1 1:0.0004188	2:0.72706	3:0.00097769	4:1.6973	
1 1:0.37406	2:0.27549	3:0.62205	4:0.45813	
1 1:960.3582	2:1031.7052	3:-5.2368	4:-5.6258	
1 1:0.13763	2:0.085112	3:-0.6765	4:-0.41835	
1 1:-0.49667	2:-0.35822	3:-1137.4898	4:-820.3914	
1 1:0.60462	2:0.40297	3:0.45846	4:0.30556	
1 1:-1.2514	2:-0.62183	3:-1.4731	4:-0.73198	
1 1:-0.83702	2:-0.48214	3:-0.89619	4:-0.51622	
1 1:-4059.6446	2:-3991.0336	3:-4059.7404	4:-3991.1278	
1 1:-39.7472	2:-24.1268	3:-40.0819	4:-24.33	
1 1:0.054659	2:0.24381	3:-210.6949	4:-939.8178	
1 1:-34.0664	2:-43.6535	3:-33.8355	4:-43.3577	
1 1:0.69605	2:1.604	3:1.5851	4:3.6529	
1 1:-17.6637	2:-0.02257	3:-17.3807	4:-0.022209	
1 1:-25.3425	2:-18.393	3:1454.9631	4:1055.9825	
1 1:-30.1278	2:-40.5444	3:-31.3615	4:-42.2046	
1 1:-0.047393	2:-41.2846	3:-0.046568	4:-40.566	
1 1:-38.5123	2:-0.064658	3:-38.6194	4:-0.064838	
1 1:-7.4599	2:-0.00932	3:-7.2628	4:-0.0090738	
1 1:-6.3505	2:-5.2456	3:-6.8055	4:-5.6214	
1 1:-9.3686	2:-10.2477	3:-10.0928	4:-11.0399	
1 1:-0.065564	2:-39.7702	3:-0.066791	4:-40.5149	
1 1:-5.0343	2:-41.3113	3:170.6479	4:1400.3446	
1 1:-0.6823	2:-1.0593	3:-0.94846	4:-1.4726	
1 1:-0.016267	2:-22.4333	3:-0.01993	4:-27.4858	
1 1:-0.94707	2:-0.088755	3:9422.6273	4:883.045	
1 1:-7.1524	2:-43.8431	3:-7.2448	4:-44.4092	
1 1:832.0286	2:1067.8846	3:830.5668	4:1066.0085	
1 1:0.64752	2:0.22079	3:2220.5683	4:757.1649	
1 1:-1.286	2:-1.4186	3:-1.4982	4:-1.6527	
1 1:720.0304	2:1161.9055	3:-14.8652	4:-23.9877	
1 1:-0.066191	2:-0.053996	3:0.13734	4:0.11203	
1 1:2.0145	2:0.93881	3:3.0421	4:1.4177	
1 1:3078.5811	2:1652.1587	3:1.3812	4:0.74124	
1 1:-2250.5728	2:-1268.9545	3:-2249.3652	4:-1268.2736	
1 1:3158.0962	2:1009.7184	3:3153.3696	4:1008.2072	
1 1:-0.027336	2:-0.024887	3:0.86703	4:0.78936	
1 1:-127.968	2:-119.3807	3:-126.7207	4:-118.2171	
1 1:-0.65881	2:-0.55527	3:-0.86194	4:-0.72647	
1 1:-136.3226	2:-92.7118	3:-136.4065	4:-92.7688	
1 1:-56.4657	2:-0.086797	3:-55.4941	4:-0.085304	
1 1:-77.2845	2:-104.2073	3:-77.2126	4:-104.1103	
1 1:-121.9761	2:-216.3948	3:610.8386	4:1083.674	
1 1:-86.2619	2:-175.0691	3:-84.3221	4:-171.1323	
1 1:-12.2712	2:-44.8329	3:-11.9081	4:-43.5064	
1 1:-112.6625	2:-0.097835	3:-113.6734	4:-0.098713	
1 1:-83.9711	2:-78.2302	3:-85.4612	4:-79.6185	
1 1:0.88478	2:824.2155	3:0.88408	4:823.5634	
1 1:-79.2915	2:-35.5127	3:6237.6742	4:2793.6952	
1 1:-203.3448	2:-45.7132	3:-202.4345	4:-45.5085	
1 1:-254.2651	2:-260.7768	3:-255.2276	4:-261.764	
1 1:-11.2406	2:-27.052	3:1135.2687	4:2732.1734	
1 1:2560.988	2:2122.6909	3:2561.1301	4:2122.8088	
1 1:-54.7169	2:-202.9136	3:-54.244	4:-201.1598	
1 1:-8.8618	2:-0.038784	3:-9.2258	4:-0.040377	
1 1:-98.1348	2:-127.7954	3:-98.491	4:-128.2592	
1 1:-39.2909	2:-93.2542	3:-38.6154	4:-91.6508	
1 1:-93.9409	2:-52.5708	3:-96.2431	4:-53.8592	
1 1:1225.5171	2:1614.6021	3:1223.8795	4:1612.4446	
1 1:214.2151	2:0.94346	3:-11.5444	4:-0.050844	
1 1:-47.8635	2:-89.0996	3:-48.1513	4:-89.6355	
1 1:-0.11722	2:-65.452	3:-0.11513	4:-64.2884	
1 1:-67.3971	2:-97.8601	3:-67.3294	4:-97.7618	
1 1:-241.3953	2:-360.9753	3:-242.3662	4:-362.4272	
1 1:-0.051304	2:-3.1901	3:-0.057838	4:-3.5964	
1 1:-108.2066	2:-52.7231	3:-106.1269	4:-51.7097	
1 1:-88.8151	2:-71.2337	3:1353.8961	4:1085.8849	
1 1:391.8767	2:686.6455	3:392.5531	4:687.8307	
1 1:-10.9759	2:-59.2978	3:-9.993	4:-53.9874	
1 1:-46.5315	2:-105.9504	3:-47.4468	4:-108.0345	
1 1:-529.0866	2:-602.968	3:-530.517	4:-604.5982	
1 1:-19.3902	2:-21.4013	3:746.5872	4:824.0226	
1 1:-32.3036	2:-27.1013	3:1079.6154	4:905.7515	
1 1:-16.9674	2:-72.7585	3:-19.8609	4:-85.1661	
1 1:-139.5795	2:-54.1588	3:-146.1839	4:-56.7214	
1 1:-15.3293	2:-26.5589	3:-17.5608	4:-30.4251	
1 1:-80.2461	2:-63.5645	3:-80.2819	4:-63.5929	
1 1:502.9515	2:494.3602	3:-38.9741	4:-38.3083	
1 1:-53.8609	2:-68.0328	3:579.1299	4:731.5106	
1 1:-0.073778	2:-0.073874	3:0.92498	4:0.92619	
1 1:-29.1402	2:-38.6515	3:-28.3817	4:-37.6454	
1 1:-0.02999	2:-2.1286e-05	3:-1407.9012	4:-0.99929	
1 1:-19.5563	2:-15.0071	3:-19.9475	4:-15.3073	
1 1:-53.0258	2:-57.1773	3:-53.4877	4:-57.6754	
1 1:-91.785	2:-31.2178	3:-92.2536	4:-31.3771	
1 1:-43.9696	2:-26.2275	3:491.5504	4:293.2057	
1 1:-18.9044	2:-19.7259	3:-17.36	4:-18.1143	
1 1:-30.5235	2:-10.183	3:-32.1501	4:-10.7256	
1 1:578.419	2:0.94822	3:578.8584	4:0.94894	
1 1:221.0017	2:0.97466	3:-5.3224	4:-0.023473	
1 1:-22.884	2:-15.4826	3:763.1288	4:516.3094	
1 1:-0.050736	2:-10.808	3:0.93284	4:198.7188	
1 1:-66.0694	2:-14.543	3:-65.4117	4:-14.3982	
1 1:3.3866	2:1.5457	3:-7.3712	4:-3.3644	
1 1:0.9488	2:0.94855	3:-0.046513	4:-0.0465	
1 1:-0.12314	2:-0.12302	3:0.87516	4:0.87433	
1 1:-0.025495	2:-20.2544	3:0.97145	4:771.7548	
1 1:-0.069127	2:-55.3315	3:-0.068191	4:-54.5823	
1 1:-29.986	2:-0.034899	3:825.1247	4:0.96031	
1 1:-11.7188	2:-44.9515	3:-11.2865	4:-43.2934	
1 1:-122.8392	2:-111.7609	3:-120.4912	4:-109.6247	
1 1:-59.0795	2:-53.412	3:-60.9708	4:-55.1219	
1 1:-506.1706	2:-226.5281	3:-505.4714	4:-226.2151	
1 1:1105.2731	2:1195.3597	3:-65.7852	4:-71.1471	
1 1:-34.5026	2:-16.6996	3:-40.085	4:-19.4015	
1 1:-54.0561	2:-6.7978	3:1390.0504	4:174.8059	
1 1:-2.1297	2:-0.97762	3:-1.9212	4:-0.88187	
1 1:-20.6169	2:-0.086823	3:-21.2501	4:-0.089489	
1 1:0.95914	2:810.5365	3:-0.038746	4:-32.7429	
1 1:-0.028998	2:-18.1533	3:0.97052	4:607.5752	
1 1:407.3542	2:223.6755	3:-20.4566	4:-11.2326	
1 1:830.3425	2:1239.6885	3:-95.0187	4:-141.8615	
1 1:-114.3276	2:-116.2357	3:-113.6852	4:-115.5826	
1 1:-10.118	2:-0.048744	3:197.5526	4:0.95172	
1 1:1082.5789	2:858.1546	3:-121.5278	4:-96.3344	
1 1:-12.8376	2:-13.1583	3:-12.4349	4:-12.7456	
1 1:-35.8171	2:-50.9014	3:-34.4611	4:-48.9743	
1 1:-91.7361	2:-117.2775	3:-92.0158	4:-117.6351	
1 1:-48.6065	2:-30.5871	3:-49.7496	4:-31.3064	
1 1:-6.9196	2:-6.2738	3:-6.578	4:-5.9641	
1 1:580.5764	2:879.8612	3:-23.6491	4:-35.8402	
1 1:-147.6219	2:-134.6376	3:-147.5586	4:-134.5799	
1 1:-61.1062	2:-0.056571	3:1015.3019	4:0.93995	
1 1:-96.4151	2:-45.8848	3:-94.3149	4:-44.8852	
1 1:-32.1352	2:-39.0039	3:-31.7107	4:-38.4886	
1 1:4117.2997	2:732.163	3:-227.7299	4:-40.4963	
1 1:-0.098565	2:-0.098479	3:-0.099637	4:-0.09955	
1 1:-9.9653	2:-16.8152	3:-9.7182	4:-16.3982	
1 1:-14.9816	2:-12.8933	3:-14.4748	4:-12.4571	
1 1:1715.7721	2:1310.2834	3:-39.5389	4:-30.1947	
1 1:-53.501	2:-38.2608	3:-52.2621	4:-37.3747	
1 1:-53.1868	2:-0.065064	3:763.6949	4:0.93423	
1 1:-88.2336	2:-37.82	3:-89.2916	4:-38.2735	
1 1:-23.9484	2:-8.6349	3:-23.1193	4:-8.336	
1 1:-0.041423	2:-21.9831	3:-0.0411	4:-21.8116	
1 1:-31.9393	2:-41.8599	3:-33.3816	4:-43.7501	
1 1:-16.1562	2:-0.018603	3:-17.275	4:-0.019891	
1 1:-22.9526	2:-25.7806	3:661.9734	4:743.5374	
1 1:-0.10591	2:-24.323	3:0.88159	4:202.4601	
1 1:0.96832	2:1284.2627	3:-0.030819	4:-40.8748	
1 1:-82.9298	2:-184.3463	3:-82.2244	4:-182.7782	
1 1:-118.193	2:-106.6348	3:-118.8237	4:-107.2039	
1 1:-20.7669	2:-33.6202	3:1153.5112	4:1867.4525	
1 1:-8.2645	2:-6.1401	3:-12.3571	4:-9.1806	
1 1:520.7753	2:565.6648	3:520.6614	4:565.5411	
1 1:-73.7428	2:-92.3255	3:721.6037	4:903.4437	
1 1:-0.014869	2:-0.014863	3:-0.016166	4:-0.016158	
1 1:1288.101	2:1582.4417	3:-38.1975	4:-46.9259	
1 1:-71.427	2:-60.7907	3:1519.2249	4:1292.9939	
1 1:1151.6351	2:767.9268	3:-84.8701	4:-56.5926	
1 1:-22.8728	2:-57.623	3:-22.6059	4:-56.9505	
1 1:859.3803	2:0.90307	3:859.231	4:0.90292	
1 1:-52.6618	2:-26.7745	3:-53.0009	4:-26.9469	
1 1:-127.3811	2:-59.8149	3:-127.648	4:-59.9403	
1 1:200.5429	2:190.1767	3:-4.5965	4:-4.3589	
1 1:-41.4386	2:-73.1491	3:-41.9597	4:-74.0689	
1 1:-28.4881	2:-107.3969	3:-28.5518	4:-107.6371	
1 1:-83.4729	2:-50.6393	3:-82.1244	4:-49.8212	
1 1:-0.066056	2:-0.066086	3:-0.071519	4:-0.07155	
1 1:-45.7343	2:-32.4717	3:-44.7312	4:-31.7595	
1 1:-8.5313	2:-0.02518	3:327.6282	4:0.967	
1 1:-68.4731	2:-66.3629	3:-71.8926	4:-69.677	
1 1:-69.7486	2:-48.2798	3:-71.8168	4:-49.7114	
1 1:225.5988	2:0.89767	3:-22.7673	4:-0.090592	
1 1:-18.5438	2:-13.7117	3:-16.3646	4:-12.1003	
1 1:-31.0321	2:-0.13038	3:205.6686	4:0.86409	
1 1:-13.9683	2:-19.0484	3:-13.1439	4:-17.9242	
1 1:-82.63	2:-53.5302	3:-87.0414	4:-56.388	
1 1:-65.6249	2:-68.067	3:-66.4957	4:-68.9702	
1 1:-21518.353	2:-37669.2067	3:-21517.8588	4:-37668.3416	
1 1:-34.0229	2:-60.6105	3:-33.9402	4:-60.4633	
1 1:-14.8441	2:-14.3429	3:-14.3899	4:-13.9041	
1 1:-38.5509	2:-0.073463	3:-38.053	4:-0.072515	
1 1:890.5607	2:0.97092	3:890.5219	4:0.97088	
1 1:-29.0743	2:-64.9677	3:-28.787	4:-64.3256	
1 1:-0.18258	2:-0.10345	3:1229.5783	4:696.6979	
1 1:-0.04463	2:-10.4162	3:-0.047686	4:-11.1295	
1 1:-19.8031	2:-18.044	3:-19.4429	4:-17.7158	
1 1:-12.2134	2:-12.2594	3:615.7204	4:618.0398	
1 1:-15.0758	2:-11.9204	3:-14.6761	4:-11.6044	
1 1:-2637.9103	2:-2671.5517	3:-2637.201	4:-2670.8334	
1 1:-0.073429	2:-44.846	3:-0.068928	4:-42.0965	
1 1:-11.42	2:-30.1842	3:-10.4594	4:-27.6451	
1 1:-3.9044	2:-2.455	3:-3.6417	4:-2.2898	
1 1:-0.21357	2:-206.2056	3:-0.21775	4:-210.2424	
1 1:-5.7561	2:-4.5359	3:-4.2961	4:-3.3854	
1 1:-0.032599	2:-39.3634	3:0.96224	4:1161.9233	
1 1:0.91566	2:488.8534	3:0.91504	4:488.5226	
1 1:-30.5026	2:-17.9308	3:-25.1528	4:-14.786	
1 1:-42.3343	2:-12.6669	3:-44.3199	4:-13.261	
1 1:-11.2032	2:-0.031104	3:-12.9642	4:-0.035993	
1 1:-36.5111	2:-44.6035	3:-35.6644	4:-43.5692	
1 1:-58.1187	2:-0.091357	3:576.8338	4:0.90673	
1 1:-38.7411	2:-17.0832	3:-39.2349	4:-17.301	
1 1:9341.0871	2:593.7581	3:9356.6278	4:594.7459	
1 1:743.9726	2:628.269	3:-41.7533	4:-35.2598	
1 1:-151.6287	2:-58.1858	3:-149.3224	4:-57.3008	
1 1:-44.9784	2:-23.7538	3:-43.1271	4:-22.7761	
1 1:-35.8644	2:-32.233	3:-35.5294	4:-31.9319	
1 1:-48.6607	2:-17.9549	3:-55.4601	4:-20.4637	
1 1:-21.8964	2:-21.0505	3:-22.5217	4:-21.6516	
1 1:0.11746	2:0.21909	3:-0.77456	4:-1.4448	
1 1:-0.018041	2:-19.0265	3:-0.018249	4:-19.2457	
1 1:899.2194	2:3347.6606	3:-27.4357	4:-102.1391	
1 1:-1698.8216	2:-851.008	3:-1696.48	4:-849.835	
1 1:540.574	2:630.0348	3:-15.4274	4:-17.9806	
1 1:-36.3299	2:-73.0049	3:-36.6857	4:-73.7199	
1 1:1121.2974	2:1160.1924	3:1120.8788	4:1159.7592	
1 1:-27.1813	2:-8.5116	3:-26.6632	4:-8.3494	
1 1:-0.074663	2:-22.1159	3:-0.076413	4:-22.6341	
1 1:200.2478	2:0.88143	3:-25.3075	4:-0.1114	
1 1:969.0346	2:1108.4136	3:-27.8104	4:-31.8104	
1 1:-23.7693	2:-28.5087	3:-23.0067	4:-27.594	
1 1:-8.6123	2:-11.461	3:-10.9442	4:-14.5641	
1 1:527.7395	2:934.0921	3:527.2269	4:933.1848	
1 1:-4.7465	2:-1.5512	3:-14.1963	4:-4.6396	
1 1:-1.4237	2:-1.4307	3:-1.068	4:-1.0732	
1 1:-2061.1863	2:-1131.9104	3:-2060.8009	4:-1131.6988	
1 1:-5.0727	2:-5.6984	3:-5.6676	4:-6.3666	
1 1:-138.01	2:-150.935	3:-136.5712	4:-149.3614	
1 1:-708.7339	2:-1066.2341	3:-707.9599	4:-1065.0697	
1 1:-9.985	2:-5.2166	3:-9.6571	4:-5.0453	
1 1:825.9814	2:1149.0205	3:-4.4968	4:-6.2555	
1 1:-0.10926	2:-0.28912	3:-0.33939	4:-0.89808	
1 1:-15.8773	2:-22.7236	3:-15.4274	4:-22.0797	
1 1:-3975.0994	2:-7007.5466	3:-3974.4185	4:-7006.3463	
1 1:2872.5826	2:579.7411	3:2873.6422	4:579.9549	
1 1:-60.6566	2:-26.3149	3:-60.9552	4:-26.4444	
1 1:-1.9445	2:-1.0228	3:0.21097	4:0.11097	
1 1:762.245	2:630.1482	3:761.6134	4:629.6261	
1 1:-1.4347	2:-0.69702	3:-0.15568	4:-0.075631	
1 1:-5.9348	2:-4.9777	3:-6.5447	4:-5.4892	
1 1:-0.49101	2:-0.43169	3:-1.8323	4:-1.6109	
1 1:-2.806	2:-2.5335	3:888.9506	4:802.6032	
1 1:-4.0105	2:-2.7943	3:1097.1233	4:764.4316	
1 1:-122.5443	2:-112.8702	3:1161.0294	4:1069.3735	
1 1:-10.2612	2:-37.8936	3:-11.0931	4:-40.9654	
1 1:1971.0528	2:6563.6529	3:-26.4676	4:-88.1378	
1 1:-92.3758	2:-219.7907	3:-92.7216	4:-220.6134	
1 1:-194.9593	2:-595.512	3:-193.8925	4:-592.2536	
1 1:-25.0258	2:-51.8987	3:-24.8853	4:-51.6073	
1 1:-14.165	2:-23.5339	3:-17.7428	4:-29.478	
1 1:1030.2188	2:1191.5498	3:-11.166	4:-12.9145	
1 1:0.97333	2:1104.4546	3:0.97266	4:1103.6906	
1 1:0.97519	2:783.6282	3:0.97535	4:783.7568	
1 1:-13.2212	2:-48.1549	3:-13.5367	4:-49.3041	
1 1:738.8383	2:0.93206	3:-50.7435	4:-0.064014	
1 1:-26.6775	2:-33.0254	3:-26.4833	4:-32.785	
1 1:-18.5	2:-18.5525	3:811.2943	4:813.5957	
1 1:-9.1461	2:-11.564	3:-10.2212	4:-12.9234	
1 1:-4.433	2:-2.9822	3:1.9964	4:1.343	
1 1:-51.1263	2:-32.6993	3:-51.2441	4:-32.7746	
1 1:0.18787	2:0.11509	3:-1800.6384	4:-1103.1034	
1 1:-26.2597	2:-52.0114	3:-27.1056	4:-53.687	
1 1:-157.1424	2:-48.4731	3:-163.0986	4:-50.3104	
1 1:-18.5253	2:-30.6518	3:-20.6851	4:-34.2254	
1 1:-8.5354	2:-10.1434	3:-8.1772	4:-9.7177	
1 1:-1.6166	2:-0.86658	3:-1.6373	4:-0.87768	
